Weight,Diameter,Color,Supplier,Country,Season
102,3.68,Red,Tomatosio,USA,Fall
141,5.61,Dark Red,Obeliskmato,India,Winter
215,3.13,Orange,Tomatosio,Spain,Fall
201,6.95,Orange,Obeliskmato,China,Spring
51,5.22,Orange,Tomatoaster,China,Fall
124,7.79,Dark Red,Tomatoaster,Spain,Winter
196,5.39,Dark Red,Tomatoaster,Spain,Winter
187,6.51,Orange,Tomatosio,USA,Fall
80,4.18,Dark Red,Tomatooryx,China,Summer
113,7.17,Dark Red,Tomatooryx,Turkey,Spring
76,3.33,Dark Red,Tomatooryx,China,Winter
214,5.80,Dark Red,Tomatoaster,China,Winter
101,3.94,Red,Tomatooryx,Turkey,Winter
125,5.76,Dark Red,Tomatoaster,USA,Spring
184,7.58,Dark Red,Obeliskmato,Brazil,Fall
134,5.06,Orange,Obeliskmato,Brazil,Fall
199,6.68,Orange,Tomatooryx,India,Fall
95,7.50,Dark Red,Tomatooryx,Spain,Winter
144,5.11,Orange,Obeliskmato,USA,Summer
109,4.10,Orange,Obeliskmato,Brazil,Summer
69,6.13,Orange,Tomatosio,USA,Fall
186,9.19,Orange,Tomatoaster,Brazil,Fall
113,5.83,Dark Red,Tomatoaster,Brazil,Spring
177,6.84,Dark Red,Tomatoaster,China,Fall
164,8.21,Dark Red,Tomatooryx,Brazil,Fall
162,9.55,Dark Red,Tomatosio,Brazil,Winter
64,3.11,Red,Obeliskmato,Turkey,Spring
141,9.25,Red,Obeliskmato,Turkey,Summer
59,5.06,Dark Red,Tomatoaster,USA,Fall
55,5.43,Dark Red,Obeliskmato,Turkey,Summer
135,5.16,Red,Tomatooryx,India,Summer
83,3.22,Orange,Obeliskmato,China,Winter
157,5.63,Dark Red,Tomatosio,USA,Fall
115,5.50,Dark Red,Obeliskmato,Turkey,Winter
78,7.41,Dark Red,Tomatosio,Spain,Fall
178,8.74,Dark Red,Tomatoaster,Spain,Winter
199,8.93,Orange,Tomatosio,Brazil,Fall
219,4.27,Orange,Tomatosio,Brazil,Winter
178,8.49,Orange,Tomatoaster,Spain,Winter
142,3.30,Red,Tomatoaster,China,Spring
221,5.48,Red,Obeliskmato,India,Winter
124,3.59,Red,Tomatooryx,Turkey,Spring
170,4.11,Red,Obeliskmato,Turkey,Summer
125,8.36,Dark Red,Tomatoaster,Spain,Fall
186,3.10,Dark Red,Tomatosio,USA,Winter
137,4.39,Orange,Obeliskmato,Brazil,Winter
223,8.00,Orange,Tomatoaster,Spain,Winter
137,7.10,Dark Red,Tomatoaster,Brazil,Winter
193,9.53,Orange,Obeliskmato,USA,Fall
77,8.98,Orange,Tomatosio,Spain,Winter
141,8.71,Red,Tomatooryx,China,Spring
76,5.41,Dark Red,Tomatosio,Brazil,Winter
125,5.10,Dark Red,Obeliskmato,China,Summer
53,4.27,Dark Red,Tomatoaster,China,Summer
97,4.26,Dark Red,Obeliskmato,India,Winter
173,9.28,Dark Red,Obeliskmato,China,Spring
191,7.07,Dark Red,Tomatosio,Brazil,Winter
205,6.17,Dark Red,Tomatooryx,USA,Spring
118,5.06,Red,Tomatoaster,Brazil,Fall
143,5.47,Orange,Tomatoaster,China,Fall
64,5.76,Orange,Tomatooryx,China,Spring
118,6.39,Dark Red,Tomatosio,India,Fall
92,4.83,Dark Red,Tomatoaster,China,Spring
205,6.57,Dark Red,Tomatoaster,Brazil,Spring
166,4.53,Red,Tomatosio,Brazil,Spring
88,3.87,Orange,Tomatosio,Spain,Winter
116,4.64,Orange,Obeliskmato,Turkey,Summer
72,3.72,Dark Red,Tomatosio,Turkey,Spring
117,9.32,Red,Tomatoaster,Spain,Spring
98,6.28,Dark Red,Tomatosio,Brazil,Winter
212,3.64,Dark Red,Tomatosio,India,Fall
130,7.18,Orange,Tomatoaster,India,Fall
63,7.28,Orange,Obeliskmato,USA,Winter
193,3.88,Dark Red,Tomatosio,USA,Fall
111,7.87,Orange,Tomatoaster,USA,Fall
110,4.98,Red,Obeliskmato,India,Spring
147,3.67,Dark Red,Tomatooryx,India,Summer
149,3.69,Dark Red,Tomatosio,China,Summer
203,6.90,Dark Red,Tomatoaster,India,Fall
108,5.97,Red,Obeliskmato,USA,Fall
55,9.35,Dark Red,Tomatosio,USA,Spring
138,8.53,Orange,Tomatosio,China,Winter
82,5.14,Dark Red,Tomatosio,India,Summer
109,7.33,Dark Red,Tomatooryx,Turkey,Winter
57,8.45,Dark Red,Tomatooryx,India,Spring
148,3.15,Red,Tomatooryx,China,Spring
80,4.44,Dark Red,Tomatoaster,India,Summer
148,5.16,Dark Red,Tomatosio,Brazil,Fall
159,8.38,Red,Tomatoaster,Spain,Winter
202,5.94,Orange,Tomatoaster,Spain,Fall
120,4.08,Dark Red,Tomatosio,Turkey,Spring
95,5.70,Dark Red,Tomatooryx,China,Fall
190,9.96,Dark Red,Tomatosio,Brazil,Winter
120,3.38,Red,Tomatooryx,India,Summer
76,3.78,Dark Red,Tomatooryx,Brazil,Spring
226,6.54,Orange,Tomatoaster,Spain,Fall
80,8.00,Dark Red,Tomatooryx,Turkey,Spring
146,3.91,Red,Tomatosio,USA,Spring
184,4.72,Dark Red,Obeliskmato,Brazil,Fall
130,5.90,Orange,Tomatoaster,USA,Spring
182,7.74,Red,Tomatoaster,China,Winter
122,9.28,Dark Red,Tomatoaster,USA,Spring
101,3.71,Orange,Tomatoaster,Spain,Summer
126,3.79,Orange,Tomatosio,China,Fall
121,4.93,Red,Obeliskmato,Turkey,Spring
51,5.81,Dark Red,Obeliskmato,China,Fall
171,9.67,Dark Red,Tomatooryx,Spain,Spring
188,7.47,Orange,Tomatoaster,Spain,Fall
112,5.28,Dark Red,Tomatooryx,Turkey,Spring
176,6.71,Red,Tomatosio,USA,Winter
88,5.52,Red,Tomatooryx,Turkey,Fall
220,5.99,Red,Tomatosio,China,Summer
109,3.28,Dark Red,Tomatosio,China,Summer
109,5.06,Red,Tomatoaster,Turkey,Summer
102,7.27,Orange,Tomatosio,Brazil,Winter
139,9.56,Dark Red,Tomatosio,USA,Spring
55,3.93,Red,Obeliskmato,India,Summer
69,5.85,Red,Tomatooryx,India,Fall
116,5.52,Dark Red,Tomatooryx,USA,Summer
134,8.40,Dark Red,Obeliskmato,Brazil,Spring
95,5.07,Red,Obeliskmato,India,Winter
51,5.73,Orange,Tomatoaster,Brazil,Winter
73,4.91,Dark Red,Tomatosio,India,Summer
119,6.00,Dark Red,Tomatooryx,Brazil,Fall
56,7.55,Dark Red,Tomatoaster,Spain,Spring
122,4.19,Dark Red,Tomatosio,Turkey,Spring
51,7.84,Dark Red,Obeliskmato,Brazil,Fall
113,4.18,Red,Tomatooryx,India,Spring
201,6.30,Red,Tomatosio,China,Spring
199,7.41,Orange,Tomatooryx,USA,Spring
136,3.65,Dark Red,Obeliskmato,India,Spring
152,9.97,Orange,Tomatoaster,USA,Spring
168,8.91,Orange,Obeliskmato,Spain,Fall
76,4.88,Dark Red,Tomatooryx,China,Spring
118,7.09,Dark Red,Obeliskmato,China,Summer
190,8.02,Orange,Tomatosio,Spain,Winter
65,5.67,Red,Tomatooryx,China,Summer
134,5.04,Red,Obeliskmato,India,Summer
134,5.00,Orange,Tomatosio,Brazil,Fall
175,6.33,Orange,Tomatoaster,USA,Spring
67,6.84,Orange,Tomatooryx,Spain,Spring
130,7.50,Dark Red,Tomatooryx,Turkey,Winter
193,4.79,Dark Red,Tomatosio,Brazil,Fall
170,6.17,Red,Tomatooryx,China,Winter
107,5.91,Orange,Tomatoaster,Brazil,Winter
102,8.48,Dark Red,Obeliskmato,Spain,Summer
54,3.10,Orange,Tomatooryx,USA,Fall
205,8.33,Orange,Tomatoaster,Brazil,Fall
138,3.91,Dark Red,Tomatooryx,India,Spring
165,8.88,Orange,Tomatoaster,Spain,Winter
194,8.78,Dark Red,Obeliskmato,Spain,Winter
132,5.65,Dark Red,Obeliskmato,Spain,Winter
140,7.15,Dark Red,Tomatosio,Brazil,Fall
140,4.21,Dark Red,Tomatoaster,Brazil,Winter
170,9.69,Red,Tomatoaster,Brazil,Spring
115,5.18,Orange,Tomatooryx,India,Summer
177,8.80,Dark Red,Tomatoaster,USA,Fall
109,4.61,Dark Red,Tomatooryx,China,Winter
138,5.50,Dark Red,Tomatosio,USA,Winter
99,4.87,Dark Red,Tomatooryx,China,Spring
99,4.62,Dark Red,Tomatosio,Spain,Spring
220,9.98,Red,Tomatooryx,Spain,Fall
148,7.85,Orange,Obeliskmato,USA,Winter
206,8.73,Orange,Tomatoaster,India,Winter
149,3.77,Orange,Tomatosio,China,Fall
128,6.36,Orange,Tomatosio,USA,Winter
211,8.47,Dark Red,Tomatoaster,China,Winter
214,5.44,Orange,Tomatoaster,Brazil,Fall
203,3.57,Red,Tomatooryx,China,Spring
59,4.42,Red,Obeliskmato,China,Summer
146,5.12,Dark Red,Tomatooryx,India,Summer
173,7.59,Orange,Tomatoaster,Spain,Summer
160,6.86,Dark Red,Tomatosio,Turkey,Winter
189,4.44,Dark Red,Tomatooryx,China,Spring
138,7.20,Dark Red,Tomatooryx,Spain,Fall
197,6.79,Orange,Tomatoaster,Spain,Fall
135,4.01,Orange,Obeliskmato,Brazil,Winter
110,5.39,Dark Red,Tomatoaster,Brazil,Fall
109,6.76,Dark Red,Obeliskmato,USA,Summer
103,9.55,Orange,Tomatosio,Spain,Fall
113,9.84,Orange,Tomatosio,Brazil,Winter
73,4.95,Red,Tomatoaster,Turkey,Summer
90,5.92,Dark Red,Tomatooryx,China,Spring
105,5.94,Dark Red,Obeliskmato,USA,Fall
143,3.61,Orange,Tomatoaster,India,Summer
88,9.26,Red,Tomatooryx,USA,Spring
220,3.36,Dark Red,Tomatoaster,China,Summer
168,6.51,Orange,Tomatoaster,Spain,Fall
136,6.05,Orange,Tomatooryx,Spain,Winter
126,3.96,Red,Obeliskmato,USA,Spring
151,4.15,Red,Tomatooryx,Brazil,Spring
206,3.64,Dark Red,Tomatooryx,China,Summer
118,7.07,Dark Red,Tomatosio,India,Summer
80,5.78,Dark Red,Tomatooryx,Turkey,Summer
138,7.95,Dark Red,Tomatoaster,Spain,Fall
91,4.64,Red,Tomatooryx,Turkey,Summer
228,3.13,Dark Red,Tomatosio,Spain,Fall
207,8.74,Dark Red,Tomatoaster,China,Summer
74,3.56,Red,Tomatooryx,China,Summer
161,5.94,Orange,Tomatosio,USA,Winter
131,5.14,Red,Tomatosio,China,Spring
156,7.09,Orange,Tomatoaster,Spain,Summer
88,4.91,Red,Obeliskmato,India,Fall
91,9.17,Red,Obeliskmato,China,Fall
63,9.34,Orange,Tomatosio,USA,Spring
80,4.93,Orange,Tomatoaster,Turkey,Summer
219,8.86,Red,Tomatosio,Spain,Summer
56,5.06,Red,Tomatosio,USA,Winter
181,4.44,Dark Red,Obeliskmato,China,Summer
75,3.08,Dark Red,Obeliskmato,Turkey,Summer
114,4.17,Orange,Tomatosio,Spain,Spring
125,3.09,Orange,Tomatoaster,USA,Fall
135,5.32,Orange,Obeliskmato,China,Summer
142,6.16,Dark Red,Tomatoaster,USA,Fall
121,4.70,Orange,Tomatooryx,Turkey,Summer
108,4.26,Dark Red,Tomatosio,Brazil,Winter
136,4.61,Orange,Tomatosio,Spain,Winter
104,9.33,Dark Red,Tomatosio,Spain,Fall
184,8.71,Dark Red,Tomatoaster,India,Fall
150,4.00,Dark Red,Tomatooryx,Spain,Spring
188,4.88,Red,Tomatooryx,Turkey,Spring
184,7.70,Dark Red,Obeliskmato,China,Summer
165,4.52,Orange,Tomatosio,China,Fall
218,8.77,Dark Red,Tomatooryx,Brazil,Spring
177,3.33,Dark Red,Tomatosio,Turkey,Winter
141,3.25,Dark Red,Tomatooryx,Spain,Winter
163,4.47,Orange,Tomatoaster,Brazil,Fall
71,5.00,Dark Red,Tomatoaster,China,Spring
168,8.97,Orange,Tomatoaster,Turkey,Spring
218,4.49,Orange,Tomatosio,China,Winter
147,8.33,Red,Tomatoaster,Spain,Spring
101,3.54,Orange,Tomatooryx,Turkey,Summer
121,9.99,Orange,Obeliskmato,Turkey,Winter
102,8.04,Dark Red,Tomatooryx,China,Summer
131,8.77,Red,Obeliskmato,Spain,Summer
111,4.93,Orange,Tomatoaster,USA,Fall
128,5.23,Orange,Tomatoaster,Spain,Fall
201,3.58,Orange,Tomatooryx,Turkey,Summer
161,3.74,Dark Red,Tomatooryx,India,Summer
79,5.98,Orange,Tomatooryx,China,Fall
106,9.38,Orange,Tomatooryx,Brazil,Fall
101,4.10,Dark Red,Tomatosio,Spain,Winter
220,7.87,Orange,Tomatoaster,Brazil,Summer
112,6.00,Dark Red,Obeliskmato,Turkey,Summer
89,5.48,Dark Red,Tomatoaster,Turkey,Summer
146,9.33,Dark Red,Tomatoaster,USA,Summer
174,3.43,Dark Red,Obeliskmato,China,Spring
50,4.39,Red,Tomatosio,Turkey,Summer
189,6.59,Orange,Tomatosio,Brazil,Fall
123,7.42,Dark Red,Obeliskmato,China,Fall
135,3.95,Orange,Obeliskmato,Brazil,Fall
115,5.60,Dark Red,Tomatooryx,Turkey,Spring
120,9.10,Orange,Tomatoaster,Spain,Winter
194,5.92,Dark Red,Tomatoaster,USA,Fall
122,5.63,Orange,Tomatosio,India,Summer
82,9.82,Orange,Tomatosio,Spain,Winter
99,5.30,Red,Obeliskmato,Brazil,Spring
71,8.43,Orange,Tomatosio,Brazil,Winter
101,4.00,Red,Tomatooryx,India,Summer
136,5.79,Dark Red,Tomatosio,Brazil,Summer
225,8.63,Orange,Tomatosio,USA,Spring
145,7.44,Dark Red,Tomatosio,Spain,Fall
148,5.83,Dark Red,Obeliskmato,China,Winter
92,5.83,Orange,Tomatosio,Turkey,Winter
217,5.15,Orange,Tomatosio,Spain,Fall
108,5.33,Red,Tomatooryx,China,Summer
74,5.26,Red,Obeliskmato,India,Fall
141,6.39,Orange,Tomatoaster,Brazil,Fall
144,5.84,Dark Red,Obeliskmato,India,Summer
92,4.18,Red,Tomatooryx,Turkey,Winter
224,9.89,Orange,Tomatooryx,Turkey,Fall
86,9.08,Red,Tomatoaster,USA,Summer
143,5.94,Dark Red,Tomatooryx,China,Spring
196,5.31,Orange,Tomatoaster,Spain,Winter
102,6.81,Dark Red,Tomatoaster,India,Winter
94,3.81,Red,Tomatooryx,Turkey,Spring
116,5.19,Dark Red,Obeliskmato,Brazil,Summer
146,3.79,Red,Tomatosio,China,Spring
50,5.54,Orange,Obeliskmato,China,Fall
211,9.57,Orange,Tomatosio,Spain,Spring
134,5.29,Red,Tomatooryx,Spain,Summer
145,8.44,Dark Red,Tomatosio,Brazil,Winter
223,4.61,Orange,Tomatoaster,Brazil,Winter
115,9.66,Red,Obeliskmato,China,Spring
144,5.68,Dark Red,Obeliskmato,Brazil,Spring
168,7.22,Orange,Tomatosio,USA,Spring
92,4.10,Dark Red,Tomatoaster,Spain,Spring
66,3.93,Red,Tomatoaster,Turkey,Summer
157,6.02,Red,Obeliskmato,China,Spring
188,5.03,Dark Red,Tomatosio,USA,Summer
188,3.91,Orange,Tomatooryx,Brazil,Summer
144,3.18,Red,Obeliskmato,China,Spring
153,5.60,Dark Red,Tomatoaster,Spain,Winter
81,5.77,Dark Red,Tomatooryx,Brazil,Summer
107,7.76,Orange,Tomatoaster,USA,Winter
204,4.76,Dark Red,Tomatoaster,India,Summer
140,8.81,Dark Red,Tomatoaster,Brazil,Fall
87,4.99,Orange,Tomatooryx,Brazil,Fall
91,4.70,Red,Obeliskmato,India,Spring
113,6.66,Dark Red,Tomatoaster,Turkey,Fall
115,6.40,Dark Red,Tomatooryx,Spain,Spring
157,5.31,Red,Tomatoaster,China,Winter
132,6.71,Dark Red,Tomatosio,Spain,Summer
108,3.82,Dark Red,Tomatooryx,India,Spring
116,8.77,Red,Tomatosio,Spain,Winter
152,9.81,Orange,Tomatosio,Brazil,Winter
209,6.54,Orange,Tomatoaster,USA,Winter
132,7.50,Dark Red,Tomatoaster,China,Summer
67,5.12,Red,Tomatooryx,China,Spring
157,7.15,Red,Tomatosio,USA,Summer
76,7.10,Red,Obeliskmato,Brazil,Spring
79,5.56,Dark Red,Tomatooryx,Turkey,Fall
68,3.37,Dark Red,Tomatosio,China,Spring
145,6.97,Dark Red,Tomatoaster,Spain,Spring
125,7.99,Orange,Tomatosio,USA,Spring
173,5.66,Dark Red,Tomatoaster,Brazil,Summer
117,9.01,Dark Red,Tomatoaster,Brazil,Fall
75,5.14,Red,Tomatosio,Brazil,Spring
187,9.12,Dark Red,Obeliskmato,Brazil,Fall
65,3.83,Red,Tomatooryx,India,Summer
72,5.09,Dark Red,Tomatoaster,China,Summer
50,9.96,Dark Red,Tomatosio,Spain,Summer
148,7.15,Orange,Tomatooryx,Spain,Winter
114,7.84,Dark Red,Tomatosio,USA,Winter
59,4.27,Red,Obeliskmato,India,Summer
182,4.93,Dark Red,Obeliskmato,USA,Fall
148,4.52,Dark Red,Tomatoaster,Spain,Spring
147,8.24,Red,Tomatoaster,USA,Winter
136,3.50,Red,Tomatooryx,USA,Winter
130,5.22,Dark Red,Tomatosio,Brazil,Fall
106,5.98,Dark Red,Tomatosio,Brazil,Winter
55,3.72,Dark Red,Obeliskmato,India,Winter
56,3.56,Red,Obeliskmato,Turkey,Spring
147,4.67,Orange,Tomatosio,China,Fall
112,4.81,Red,Tomatooryx,USA,Spring
67,5.25,Red,Obeliskmato,Turkey,Spring
108,9.22,Dark Red,Tomatosio,USA,Spring
148,7.82,Dark Red,Tomatooryx,India,Summer
135,9.80,Orange,Tomatoaster,China,Summer
79,4.01,Dark Red,Obeliskmato,Spain,Spring
106,6.35,Red,Tomatooryx,Brazil,Summer
107,7.73,Red,Tomatoaster,Brazil,Winter
57,7.05,Red,Obeliskmato,India,Spring
154,8.34,Orange,Tomatoaster,Spain,Fall
51,4.91,Red,Tomatooryx,Spain,Fall
124,5.25,Dark Red,Tomatoaster,Brazil,Fall
152,5.24,Dark Red,Tomatosio,Spain,Winter
75,4.32,Red,Tomatoaster,Turkey,Spring
228,9.45,Dark Red,Tomatoaster,Brazil,Spring
108,5.35,Orange,Tomatoaster,USA,Fall
107,3.46,Dark Red,Tomatooryx,China,Spring
105,8.63,Orange,Tomatoaster,India,Summer
80,3.78,Orange,Obeliskmato,Turkey,Summer
184,9.52,Red,Tomatosio,USA,Winter
147,9.00,Orange,Tomatosio,Turkey,Winter
116,5.52,Red,Tomatooryx,Spain,Fall
88,5.25,Dark Red,Obeliskmato,Spain,Summer
116,7.39,Orange,Tomatoaster,India,Spring
104,8.20,Dark Red,Tomatoaster,Turkey,Winter
69,5.65,Dark Red,Obeliskmato,Brazil,Fall
108,5.51,Dark Red,Tomatosio,India,Summer
83,5.23,Orange,Obeliskmato,Turkey,Summer
88,5.49,Dark Red,Obeliskmato,Brazil,Spring
205,9.89,Orange,Obeliskmato,USA,Fall
127,3.30,Orange,Tomatooryx,Turkey,Summer
177,5.83,Orange,Tomatoaster,USA,Spring
94,9.97,Dark Red,Tomatosio,India,Summer
223,8.90,Dark Red,Tomatosio,Turkey,Fall
64,4.91,Red,Tomatosio,China,Winter
137,5.11,Dark Red,Tomatosio,Spain,Winter
150,5.24,Orange,Obeliskmato,Turkey,Spring
144,5.65,Dark Red,Tomatosio,China,Winter
168,8.34,Orange,Tomatoaster,USA,Winter
120,5.16,Orange,Obeliskmato,India,Spring
102,5.20,Dark Red,Tomatoaster,Brazil,Summer
115,8.75,Orange,Tomatosio,China,Spring
136,5.89,Dark Red,Tomatosio,USA,Fall
112,6.83,Dark Red,Tomatoaster,China,Fall
115,5.18,Orange,Tomatooryx,China,Fall
156,8.66,Dark Red,Tomatosio,Spain,Fall
203,8.49,Dark Red,Tomatoaster,Spain,Fall
144,4.48,Red,Obeliskmato,India,Spring
206,3.04,Red,Tomatooryx,China,Spring
138,8.30,Red,Tomatooryx,China,Spring
225,5.93,Orange,Tomatoaster,Spain,Spring
198,5.62,Dark Red,Tomatoaster,Turkey,Fall
138,9.79,Red,Obeliskmato,Spain,Fall
62,4.04,Orange,Tomatosio,USA,Spring
118,9.47,Dark Red,Tomatooryx,Spain,Fall
134,5.99,Red,Obeliskmato,China,Spring
106,4.02,Dark Red,Obeliskmato,Brazil,Summer
152,5.56,Orange,Tomatooryx,Brazil,Winter
197,5.12,Dark Red,Tomatosio,Brazil,Summer
69,5.79,Dark Red,Tomatooryx,Turkey,Spring
85,5.86,Dark Red,Tomatosio,USA,Summer
229,3.37,Dark Red,Tomatooryx,Turkey,Spring
139,4.02,Dark Red,Obeliskmato,India,Spring
168,8.07,Dark Red,Tomatooryx,India,Summer
58,4.21,Orange,Obeliskmato,Spain,Winter
192,7.84,Red,Obeliskmato,India,Winter
150,3.59,Dark Red,Tomatoaster,USA,Winter
214,6.93,Dark Red,Tomatoaster,Spain,Fall
166,7.70,Dark Red,Tomatoaster,Brazil,Winter
94,3.04,Orange,Tomatooryx,Spain,Spring
143,9.12,Dark Red,Tomatosio,Spain,Winter
160,4.36,Orange,Tomatooryx,Brazil,Spring
51,6.88,Red,Tomatooryx,China,Spring
137,5.02,Red,Obeliskmato,Turkey,Spring
133,8.25,Orange,Tomatoaster,China,Summer
113,4.91,Dark Red,Tomatoaster,China,Spring
108,4.46,Red,Tomatooryx,India,Summer
139,7.11,Red,Obeliskmato,Spain,Winter
171,7.40,Dark Red,Tomatoaster,Brazil,Summer
103,4.12,Red,Obeliskmato,Brazil,Summer
53,4.76,Red,Obeliskmato,Brazil,Spring
174,4.22,Orange,Tomatooryx,Brazil,Fall
182,8.19,Orange,Tomatosio,USA,Winter
122,5.08,Red,Tomatooryx,India,Spring
53,5.73,Orange,Tomatoaster,Brazil,Fall
119,8.77,Orange,Tomatosio,USA,Fall
105,9.32,Dark Red,Tomatosio,Turkey,Spring
149,3.96,Red,Obeliskmato,USA,Summer
169,5.55,Red,Tomatooryx,India,Winter
103,4.76,Orange,Tomatosio,India,Summer
226,9.53,Dark Red,Tomatoaster,Brazil,Winter
171,9.06,Dark Red,Tomatosio,Brazil,Fall
68,7.60,Dark Red,Tomatooryx,Brazil,Summer
88,9.76,Orange,Tomatosio,USA,Fall
132,4.72,Dark Red,Tomatosio,Turkey,Fall
209,6.80,Orange,Tomatoaster,Spain,Fall
130,5.12,Red,Tomatooryx,India,Spring
224,5.83,Orange,Tomatoaster,China,Fall
188,5.61,Dark Red,Obeliskmato,USA,Spring
151,3.89,Dark Red,Tomatooryx,India,Winter
105,9.64,Orange,Tomatoaster,Brazil,Fall
105,4.39,Orange,Tomatoaster,Spain,Winter
219,8.76,Orange,Obeliskmato,Spain,Winter
119,4.68,Red,Obeliskmato,India,Summer
75,4.55,Dark Red,Tomatooryx,India,Summer
135,9.89,Dark Red,Obeliskmato,Spain,Fall
107,5.37,Orange,Tomatosio,Brazil,Winter
142,8.14,Orange,Tomatoaster,India,Fall
98,5.95,Red,Obeliskmato,USA,Fall
128,5.53,Red,Tomatooryx,Brazil,Summer
121,4.30,Red,Tomatooryx,India,Spring
122,4.42,Orange,Tomatoaster,Brazil,Fall
187,3.49,Dark Red,Tomatoaster,Brazil,Fall
57,5.55,Dark Red,Obeliskmato,India,Summer
137,4.25,Red,Tomatooryx,USA,Spring
197,6.43,Dark Red,Tomatoaster,USA,Fall
141,6.79,Orange,Tomatooryx,Turkey,Fall
203,4.50,Orange,Obeliskmato,USA,Winter
129,5.61,Dark Red,Tomatoaster,India,Summer
78,5.46,Red,Obeliskmato,Turkey,Fall
158,7.99,Orange,Obeliskmato,Brazil,Winter
119,4.50,Dark Red,Tomatooryx,Brazil,Summer
187,6.83,Dark Red,Tomatosio,China,Winter
180,7.40,Dark Red,Tomatoaster,Brazil,Spring
133,6.43,Dark Red,Obeliskmato,USA,Winter
177,8.66,Dark Red,Tomatosio,Brazil,Fall
139,7.94,Orange,Tomatosio,Brazil,Winter
148,5.89,Red,Tomatosio,Spain,Summer
107,5.85,Dark Red,Tomatosio,Brazil,Fall
131,3.13,Red,Tomatosio,China,Summer
135,5.32,Dark Red,Tomatoaster,India,Winter
159,3.57,Dark Red,Obeliskmato,China,Winter
134,4.85,Orange,Tomatosio,India,Summer
145,4.64,Red,Tomatosio,China,Summer
110,8.98,Orange,Tomatoaster,Spain,Fall
79,3.02,Red,Tomatooryx,China,Spring
77,4.31,Dark Red,Tomatosio,USA,Summer
209,9.81,Dark Red,Obeliskmato,Spain,Fall
58,3.21,Red,Tomatooryx,China,Winter
219,9.13,Red,Tomatosio,India,Winter
112,4.90,Red,Tomatooryx,India,Spring
172,8.37,Dark Red,Tomatoaster,India,Fall
130,5.53,Orange,Tomatosio,India,Winter
120,5.53,Dark Red,Obeliskmato,Turkey,Fall
91,8.26,Red,Tomatosio,Brazil,Spring
93,3.00,Red,Tomatosio,India,Fall
107,5.73,Orange,Tomatoaster,Spain,Fall
139,5.29,Red,Tomatoaster,Brazil,Summer
79,6.25,Dark Red,Tomatooryx,China,Spring
80,3.01,Red,Tomatosio,India,Fall
200,5.34,Orange,Tomatosio,Brazil,Fall
100,3.20,Red,Tomatooryx,Turkey,Spring
122,5.99,Dark Red,Tomatosio,Brazil,Spring
150,6.93,Dark Red,Obeliskmato,China,Summer
215,5.11,Orange,Tomatoaster,Brazil,Summer
99,4.08,Red,Tomatosio,India,Summer
80,4.75,Dark Red,Tomatooryx,Spain,Spring
129,7.20,Red,Tomatosio,Spain,Winter
167,3.36,Dark Red,Tomatosio,Brazil,Fall
87,9.41,Dark Red,Tomatosio,Spain,Summer
214,4.04,Red,Obeliskmato,India,Spring
149,3.68,Dark Red,Obeliskmato,China,Spring
117,5.90,Dark Red,Tomatooryx,India,Spring
107,7.43,Orange,Tomatoaster,USA,Fall
144,8.41,Dark Red,Tomatosio,USA,Fall
122,4.23,Dark Red,Tomatosio,India,Spring
125,5.37,Dark Red,Obeliskmato,USA,Summer
82,4.68,Red,Tomatooryx,China,Summer
73,4.91,Dark Red,Obeliskmato,China,Summer
229,4.43,Dark Red,Obeliskmato,India,Winter
201,5.86,Dark Red,Tomatosio,Brazil,Fall
141,5.99,Dark Red,Obeliskmato,Turkey,Winter
156,6.07,Dark Red,Tomatosio,Brazil,Spring
121,6.69,Dark Red,Tomatooryx,China,Spring
134,5.64,Dark Red,Obeliskmato,Spain,Spring
93,5.18,Orange,Tomatoaster,Turkey,Summer
202,7.28,Orange,Tomatoaster,Spain,Winter
229,9.27,Orange,Tomatoaster,Brazil,Fall
125,9.64,Red,Obeliskmato,Turkey,Spring
211,5.25,Orange,Tomatosio,Spain,Winter
53,4.31,Red,Obeliskmato,India,Summer
120,6.29,Orange,Obeliskmato,USA,Spring
95,4.74,Red,Tomatosio,India,Fall
103,9.18,Dark Red,Obeliskmato,China,Winter
80,4.97,Dark Red,Tomatooryx,China,Spring
189,3.69,Dark Red,Tomatosio,Spain,Spring
59,4.18,Red,Tomatosio,USA,Spring
161,7.02,Orange,Tomatooryx,USA,Fall
114,3.23,Dark Red,Obeliskmato,China,Summer
217,7.56,Dark Red,Tomatosio,USA,Fall
118,6.30,Orange,Tomatoaster,China,Fall
147,5.51,Red,Obeliskmato,Turkey,Spring
114,5.08,Orange,Tomatoaster,USA,Fall
122,8.16,Dark Red,Tomatoaster,USA,Fall
105,7.78,Orange,Tomatosio,Spain,Summer
187,8.77,Dark Red,Tomatosio,Spain,Winter
121,3.51,Red,Obeliskmato,India,Summer
204,9.93,Orange,Tomatooryx,USA,Fall
115,3.46,Dark Red,Obeliskmato,China,Spring
144,4.17,Dark Red,Tomatosio,Brazil,Winter
164,5.37,Dark Red,Tomatosio,Spain,Fall
102,5.47,Dark Red,Tomatoaster,India,Fall
97,3.09,Orange,Tomatooryx,Spain,Spring
108,9.93,Dark Red,Tomatosio,Spain,Winter
125,4.19,Red,Tomatooryx,China,Summer
181,5.50,Orange,Tomatoaster,Spain,Winter
